topic,ques,options,type,ans,img,pageUrl,ans_detail
,Which country did AC/DC originate in?,,answer in one word, Australia,,https://www.opinionstage.com/blog/trivia-questions/,
,What genre of music did Taylor Swift start in?,,answer in one word, Country,,https://www.opinionstage.com/blog/trivia-questions/,
,"Who was the lead singer of the iconic ‘80s band, Culture Club?",,answer in one word, Boy George,,https://www.opinionstage.com/blog/trivia-questions/,
,Which name is rapper Sean Combs better known by?,,answer in one word, P. Diddy,,https://www.opinionstage.com/blog/trivia-questions/,
,Which musical legend is Jay-Z married to?,,answer in one word, Beyonce,,https://www.opinionstage.com/blog/trivia-questions/,
,How many Grammys does John Legend have?,,answer in one word, Ten,,https://www.opinionstage.com/blog/trivia-questions/,
,Which British girl group had a member by the name of Mel B?,,answer in one word, Spice Girls,,https://www.opinionstage.com/blog/trivia-questions/,
,What is the name of the home of the Greek Gods?,,answer in one word, Olympus,,https://www.opinionstage.com/blog/trivia-questions/,
,Which warrior’s weakness was their heel?,,answer in one word, Achilles,,https://www.opinionstage.com/blog/trivia-questions/,
,Who was the messenger of the gods?,,answer in one word, Hermes,,https://www.opinionstage.com/blog/trivia-questions/,
,What’s the name of the paradise warriors go to after death?,,answer in one word, Valhalla,,https://www.opinionstage.com/blog/trivia-questions/,
,Thor was the son of which God?,,answer in one word, Odin,,https://www.opinionstage.com/blog/trivia-questions/,
,Romulus and Remus were raised by what animal?,,answer in one word, A she-wolf,,https://www.opinionstage.com/blog/trivia-questions/,
,The Roman God of War inspired the name of which planet?,,answer in one word, Mars,,https://www.opinionstage.com/blog/trivia-questions/,
,What was the name of the Egyptian God of the Sun?,,answer in one word, Ra,,https://www.opinionstage.com/blog/trivia-questions/,
,"Anubis, the God of Death, had the head of a…",,answer in one word, Jackal,,https://www.opinionstage.com/blog/trivia-questions/,
,"Set throws Osiris into which river, after tricking him into a coffin?",,answer in one word, The Nile,,https://www.opinionstage.com/blog/trivia-questions/,
,What author became famous for his six-volume biography of Lincoln?,,answer in one word, Carl Sandburg,,https://www.opinionstage.com/blog/trivia-questions/,
,Who wrote “Old Man and The Sea” and is considered one of the greatest writers of the 20<sup>th</sup>century?,,answer in one word, Ernest Hemingway,,https://www.opinionstage.com/blog/trivia-questions/,
,What Danish author is considered by many to be the most prolific fairy tale writer?,,answer in one word, Hans Christian Andersen,,https://www.opinionstage.com/blog/trivia-questions/,
,Who is the writer of “Merchant of Venice”?,,answer in one word, William Shakespeare,,https://www.opinionstage.com/blog/trivia-questions/,
,“Adventure of Sherlock Holmes” was written by which writer?,,answer in one word, Arthur Conan Doyle,,https://www.opinionstage.com/blog/trivia-questions/,
,What is the name of the fourth book in the Harry Potter series?,,answer in one word, Harry Potter and the Goblet of Fire,,https://www.opinionstage.com/blog/trivia-questions/,
,The Hunger Games series was written by which author?,,answer in one word, Suzanne Collins,,https://www.opinionstage.com/blog/trivia-questions/,
,Which country is Aesop’s Fables believed to originate in?,,answer in one word, Greece,,https://www.opinionstage.com/blog/trivia-questions/,
,"In Herman Melville’s novel “Moby Dick,” who was the loyal, reasonable first mate?",,answer in one word, Starbuck,,https://www.opinionstage.com/blog/trivia-questions/,
,"The book “Da Vinci Code,” was written by whom?",,answer in one word, Dan Brown,,https://www.opinionstage.com/blog/trivia-questions/,
,Who is seen as the most famous female American fashion icon of the 1960’s?,,answer in one word, Jacqueline Kennedy,,https://www.opinionstage.com/blog/trivia-questions/,
,The American designer born in 1939 as Ralph Lifshitz is better known as what?,,answer in one word, Ralph Lauren,,https://www.opinionstage.com/blog/trivia-questions/,
,"According to the commercial, “what is the fabric of our lives”?",,answer in one word, Cotton,,https://www.opinionstage.com/blog/trivia-questions/,
,Who invented the LBD (little black dress)?,,answer in one word, Coco Chanel,,https://www.opinionstage.com/blog/trivia-questions/,
,"Parkers, trenches, bombers and peas are types of what winter outerwear?",,answer in one word, Coats,,https://www.opinionstage.com/blog/trivia-questions/,
,What fashion fad did the 1983 film “Flashdance” make popular?,,answer in one word, Legwarmers,,https://www.opinionstage.com/blog/trivia-questions/,
,"The fashion designer, Gianni Versace, came from which country?",,answer in one word, Italy,,https://www.opinionstage.com/blog/trivia-questions/,
,When was the company Nike founded?,,answer in one word, 1971,,https://www.opinionstage.com/blog/trivia-questions/,
,What animal is on Levi’s logo?,,answer in one word, Horse,,https://www.opinionstage.com/blog/trivia-questions/,
,Which fashion brand made the “Genius Jeans” that became part of the Guinness World Records?,,answer in one word, Gucci,,https://www.opinionstage.com/blog/trivia-questions/,
,What is the tallest building in the world?,,answer in one word, Burj Khalifa,,https://www.opinionstage.com/blog/trivia-questions/,
,When did construction on the Empire State building started?,,answer in one word, 1929,,https://www.opinionstage.com/blog/trivia-questions/,
,Who designed the Sydney Opera House?,,answer in one word, Jorn Utzon,,https://www.opinionstage.com/blog/trivia-questions/,
,"Between 1933 to 1947, the Hoover Dam was called what?",,answer in one word, Boulder Dam,,https://www.opinionstage.com/blog/trivia-questions/,
,Where can you find the Petronas Towers?,,answer in one word, Kuala Lumpur,,https://www.opinionstage.com/blog/trivia-questions/,
,Who invented the bidet?,,answer in one word, Christophe Des Rosiers,,https://www.opinionstage.com/blog/trivia-questions/,
,What is the smallest size bed available in the United States?,,answer in one word, Twin,,https://www.opinionstage.com/blog/trivia-questions/,
,"Stripes, chevron, floral, and plaid are examples of what?",,answer in one word, Patterns,,https://www.opinionstage.com/blog/trivia-questions/,
,What design style uses lots of sea/ocean themed items?,,answer in one word, Nautical,,https://www.opinionstage.com/blog/trivia-questions/,
,What’s another name for a footrest?,,answer in one word, Ottoman,,https://www.opinionstage.com/blog/trivia-questions/,
,Which American president was involved in the Watergate scandal?,,answer in one word, Nixon,,https://www.opinionstage.com/blog/trivia-questions/,
,What are the surnames of the father-son duos who both served as US presidents?,,answer in one word, Adams and Bush,,https://www.opinionstage.com/blog/trivia-questions/,
,How many presidents have been impeached?,,answer in one word, Three,,https://www.opinionstage.com/blog/trivia-questions/,
,"Before the laws were changed in 2000, how long was a French president’s term?",,answer in one word, Seven years,,https://www.opinionstage.com/blog/trivia-questions/,
,Who has been the longest-serving monarch of the United Kingdom?,,answer in one word, Queen Elizabeth II,,https://www.opinionstage.com/blog/trivia-questions/,
,"World War I began with the death of Archduke Franz Ferdinand, of which country?",,answer in one word, Austria,,https://www.opinionstage.com/blog/trivia-questions/,
,Donald Trump and which North Korean leader are known to trade threats over the internet?,,answer in one word, Kim Jong Un,,https://www.opinionstage.com/blog/trivia-questions/,
,What was Mao Zedong famous for?,,answer in one word, Leading the Communist Party of China to victory during a Civil War,,https://www.opinionstage.com/blog/trivia-questions/,
,Leader and political icon Nelson Mandela was from which African country?,,answer in one word, South Africa,,https://www.opinionstage.com/blog/trivia-questions/,
,"The largest political party in South Africa, the ANC, stands for what?",,answer in one word, African National Congress,,https://www.opinionstage.com/blog/trivia-questions/,
,What is the legal term for a voluntary written statement made under oath?,,answer in one word, Affidavit,,https://www.opinionstage.com/blog/trivia-questions/,
,What is the name of the classification of crime which is less serious than a felony?,,answer in one word, Misdemeanor,,https://www.opinionstage.com/blog/trivia-questions/,
,A verdict is a…,,answer in one word, Decision or judgment,,https://www.opinionstage.com/blog/trivia-questions/,
,"What is evidence in court, where a person tells everything they saw or know?",,answer in one word, Testimony,,https://www.opinionstage.com/blog/trivia-questions/,
,Who is the group of people sworn to make a decision/deliver a verdict in court?,,answer in one word, Jury,,https://www.opinionstage.com/blog/trivia-questions/,
,What was the verdict in the O.J. Simpson murder trial?,,answer in one word, Not guilty,,https://www.opinionstage.com/blog/trivia-questions/,
,How many homicides did Ted Bundy admit to?,,answer in one word, 30,,https://www.opinionstage.com/blog/trivia-questions/,
,Ted Kaczynski was a former graduate of which university?,,answer in one word, Harvard,,https://www.opinionstage.com/blog/trivia-questions/,
,Gregory Lee Johnson was convicted in Texas for what in 1989?,,answer in one word, Burning the flag,,https://www.opinionstage.com/blog/trivia-questions/,
,Butch Cassidy was famous for doing what?,,answer in one word, Stealing,,https://www.opinionstage.com/blog/trivia-questions/,
,How long is the gestation period of an African elephant?,,answer in one word, 22 months,,https://www.opinionstage.com/blog/trivia-questions/,
,What’s the scientific name of a wolf?&nbsp;,,answer in one word, Canis lupus,,https://www.opinionstage.com/blog/trivia-questions/,
,What is a female donkey called?,,answer in one word, A Jenny,,https://www.opinionstage.com/blog/trivia-questions/,
,Which mammal has no vocal cords?,,answer in one word, Giraffe,,https://www.opinionstage.com/blog/trivia-questions/,
,What’s the fastest land animal in the world?,,answer in one word, The cheetah,,https://www.opinionstage.com/blog/trivia-questions/,
,How many eyes does a bee have?,,answer in one word, Five,,https://www.opinionstage.com/blog/trivia-questions/,
,Which animal symbolizes good luck in Europe?,,answer in one word, Ladybug,,https://www.opinionstage.com/blog/trivia-questions/,
